contigName	contigLen	totalAvgDepth	L1.sorted.bam	L1.sorted.bam-var	L2.sorted.bam	L2.sorted.bam-var	L3.sorted.bam	L3.sorted.bam-var	P1.sorted.bam	P1.sorted.bam-var	P2.sorted.bam	P2.sorted.bam-var	P3.sorted.bam	P3.sorted.bam-var
NODE_8937_length_3422_cov_1.90941_ID_25609309	3422	0.275672	0	0	0	0	0.184291	0.150375	0.0913814	0.0830576	0	0	0	0
NODE_8938_length_3422_cov_2.61746_ID_29952516	3422	0.439487	0	0	0.0128362	0.0255172	0	0	0.137531	0.118655	0	0	0.28912	0.336451
NODE_8939_length_3421_cov_2.87374_ID_24338765	3421	0.62244	0.0131458	0.012977	0.0122287	0.0243176	0.0321003	0.0567688	0.370223	0.291948	0	0	0.194742	0.156866
NODE_8940_length_3421_cov_2.36542_ID_25138508	3421	0.415469	0	0	0	0	0	0	0.0923265	0.083823	0	0	0.323143	0.222461
NODE_8941_length_3421_cov_2.59299_ID_25108805	3421	0.402323	0.0122287	0.0243174	0	0	0	0	0.184042	0.15022	0.0917151	0.0833345	0.114338	0.123921
NODE_8942_length_3421_cov_2.20885_ID_24319690	3421	0.392235	0.151636	0.173336	0.0446347	0.0426565	0	0	0.0574748	0.0664184	0.0461633	0.0440485	0.0923265	0.0838266
NODE_8943_length_3421_cov_2.0199_ID_25109822	3421	0.533476	0	0	0.00917151	0.00909001	0.11281	0.100114	0.0574748	0.054183	0.114338	0.114138	0.239682	0.206136
NODE_8944_length_3421_cov_2.39602_ID_24254644	3421	0.668603	0	0	0	0	0	0	0	0	0	0	0.668603	0.432033
NODE_8945_length_3421_cov_2.53209_ID_24249512	3421	0.490981	0	0	0.100581	0.0904862	0.140324	0.145741	0.0238459	0.0416299	0	0	0.226231	0.249728
NODE_8946_length_3421_cov_27.5059_ID_32541933	3421	4.25711	0.559462	0.685683	0.538979	0.772106	0.728829	0.87416	1.22684	0.582793	0.482116	0.566565	0.72088	0.763341
NODE_8947_length_3421_cov_2.98455_ID_25059503	3421	0.593702	0.138184	0.119125	0	0	0.0923265	0.0838258	0.261388	0.204744	0	0	0.101804	0.0914652
NODE_8948_length_3420_cov_2.72036_ID_24684215	3420	0.687462	0.127523	0.183475	0.0287462	0.0395511	0.10367	0.0929471	0.244343	0.269123	0.00917431	0.00909278	0.174006	0.156617
NODE_8949_length_3420_cov_2.63655_ID_26135894	3420	0.606422	0.0119266	0.0234142	0.012844	0.0255329	0.302141	0.259867	0.141284	0.304898	0.0461774	0.0440587	0.0920489	0.0836008
NODE_8950_length_3421_cov_2.57504_ID_24719340	3421	0.368389	0	0	0	0	0	0	0.0914094	0.0830831	0.0122287	0.0243181	0.264751	0.388596
NODE_8951_length_3420_cov_2.0838_ID_24764341	3420	0.40581	0.0917431	0.0833563	0.182875	0.14948	0.0850153	0.0778121	0	0	0.0461774	0.0440596	0	0
NODE_8952_length_3420_cov_6.99881_ID_24866284	3420	0.852905	0.124465	0.233202	0.0782875	0.285702	0.0954128	0.20992	0.159939	1.27481	0.123547	0.488249	0.271254	1.4911
NODE_8953_length_3420_cov_2.84666_ID_26812348	3420	0.280428	0.0923547	0.08385	0.0394495	0.037905	0.0201835	0.019781	0	0	0.0363914	0.0693419	0.0920489	0.118479
NODE_8954_length_3420_cov_2.87816_ID_24528492	3420	0.548318	0.0253823	0.0247426	0.00856269	0.00849123	0.16055	0.146439	0.126606	0.131406	0.111927	0.0994304	0.115291	0.155266
NODE_8955_length_3419_cov_2.61118_ID_24864918	3419	0.330682	0	0	0.0461915	0.0440734	0	0	0.0920771	0.0836261	0.18446	0.150481	0.0079535	0.0158502
NODE_8956_length_3419_cov_2.41379_ID_24550214	3419	0.378097	0.0550627	0.052047	0.138269	0.119181	0.092383	0.0838755	0	0	0.0461915	0.0440724	0.0461915	0.0440734
NODE_8957_length_3419_cov_2.75208_ID_25349854	3419	0.866014	0	0	0.0370144	0.0356547	0.273784	0.261307	0.276843	0.224746	0.0939125	0.0851192	0.18446	0.150481
NODE_8958_length_3419_cov_2.47027_ID_24785716	3419	0.531355	0.0926889	0.0841286	0	0	0	0	0.183848	0.218027	0.184154	0.210265	0.0706638	0.0656887
NODE_8959_length_3421_cov_3.37634_ID_24363063	3421	0.888719	0.235708	0.180208	0.0437175	0.0418175	0.103944	0.0931673	0.110975	0.291355	0.194742	0.176428	0.199633	0.337177
NODE_8960_length_3418_cov_3.12965_ID_24099412	3418	0.531824	0.184211	0.150325	0.0318237	0.0681601	0.00948592	0.00939867	0.112301	0.0997146	0.0924113	0.096756	0.101591	0.0912991
NODE_8961_length_3418_cov_2.30806_ID_25777727	3418	0.561812	0.133721	0.200357	0	0	0	0	0.183905	0.155636	0.152081	0.128994	0.0921053	0.083648
NODE_8962_length_3418_cov_2.52186_ID_24450085	3418	0.368727	0.183905	0.150125	0	0	0	0	0	0	0.184823	0.15377	0	0
NODE_8963_length_3418_cov_3.25126_ID_32541825	3418	0.569155	0.0688495	0.0641329	0.183599	0.212978	0	0	0.276316	0.207989	0	0	0.0403917	0.038772
NODE_8964_length_3418_cov_2.93666_ID_24079004	3418	0.336903	0	0	0	0	0	0	0	0	0	0	0.336903	0.271838
NODE_8965_length_3417_cov_2.05324_ID_25169145	3417	0.224059	0	0	0	0	0	0	0	0	0	0	0.224059	0.190449
NODE_8966_length_3417_cov_2.47085_ID_24103301	3417	0.451791	0.0924395	0.0839203	0.0924395	0.0839203	0	0	0.0823385	0.0755819	0	0	0.184573	0.150548
NODE_8967_length_3417_cov_2.50089_ID_24136703	3417	0.374656	0.0220386	0.0436058	0.166514	0.138833	0.0116315	0.011499	0.0462198	0.044097	0.053566	0.0623466	0.0746863	0.0691302
NODE_8968_length_3416_cov_1.59655_ID_25086228	3416	0.0122474	0	0	0	0	0	0	0	0	0.0122474	0.0243547	0	0
NODE_8969_length_3416_cov_2.40613_ID_24296019	3416	0.814452	0.138396	0.119278	0.0122474	0.0243548	0	0	0.367728	0.321403	0	0	0.296081	0.260539
NODE_8970_length_3416_cov_2.42071_ID_26685462	3416	0.514085	0.195652	0.169053	0	0	0	0	0.288732	0.221358	0.0180649	0.0177448	0.011635	0.0231425
NODE_8971_length_3416_cov_2.51711_ID_24996255	3416	0.422229	0	0	0	0	0	0	0.104409	0.109458	0.179424	0.147277	0.138396	0.119279
NODE_8972_length_3416_cov_3.73639_ID_31801356	3416	1.10135	0.0437844	0.0755709	0.0587875	0.0994526	0.0486834	0.183541	0.628291	0.759806	0.125842	0.340362	0.195958	0.333407
NODE_8973_length_3415_cov_3.59851_ID_24550155	3415	0.862481	0.294028	0.273798	0	0	0.184074	0.204151	0.184992	0.171041	0.114548	0.146189	0.0848392	0.0948265
NODE_8974_length_3415_cov_2.52887_ID_25439661	3415	0.77121	0.238591	0.18172	0	0	0.0597243	0.0561767	0.184686	0.220477	0.18438	0.150429	0.103828	0.104716
NODE_8975_length_3417_cov_2.38839_ID_25735271	3417	0.497092	0	0	0.0462198	0.044097	0.0694827	0.0646693	0.104989	0.106856	0.230181	0.17725	0.0462198	0.044097
NODE_8976_length_3415_cov_2.67143_ID_27848924	3415	0.662787	0.230015	0.283173	0.103522	0.0928308	0	0	0.138744	0.119535	0.0983155	0.0886773	0.0921899	0.0837138
NODE_8977_length_3415_cov_2.35952_ID_24218291	3415	0.206126	0.00612557	0.00609034	0.0107198	0.0106078	0.0735069	0.0681228	0.105054	0.138784	0	0	0.0107198	0.0106078
NODE_8978_length_3415_cov_2.62589_ID_24079119	3415	0.460949	0	0	0.137519	0.195853	0	0	0	0	0	0	0.32343	0.248919
NODE_8979_length_3414_cov_2.08038_ID_24567788	3414	0.516238	0.0922181	0.0837452	0.0122549	0.012108	0	0	0.184743	0.150656	0.0459559	0.043853	0.181066	0.237196
NODE_8980_length_3414_cov_2.32152_ID_29458931	3414	0.362745	0.0922181	0.0837448	0.0067402	0.00669697	0.105086	0.106946	0.0833333	0.0764113	0	0	0.0753676	0.0893192
NODE_8981_length_3414_cov_112.879_ID_32483732	3414	59.4406	4.35018	5.4057	4.27145	5.0535	4.46661	6.3262	14.2374	29.0091	16.5009	36.7491	15.614	42.4336
NODE_8982_length_3414_cov_2.34504_ID_24304467	3414	0.576593	0	0	0	0	0.116115	0.105116	0.18413	0.214611	0.0916054	0.151889	0.184743	0.152496
NODE_8983_length_3414_cov_2.7279_ID_24736716	3414	0.293811	0.0116422	0.0231575	0.0122549	0.0121072	0.184436	0.150468	0.0199142	0.0330082	0.0199142	0.0195238	0.0456495	0.0435813
NODE_8984_length_3414_cov_2.69157_ID_24537670	3414	0.893076	0.314645	0.302747	0.110294	0.0981613	0.117953	0.104075	0.100797	0.22243	0.120098	0.162092	0.129289	0.176968
NODE_8985_length_3414_cov_19.8958_ID_32551833	3414	0.858762	0	0	0	0	0	0	0.10815	0.0964843	0.634498	0.540893	0.116115	0.102666
NODE_8986_length_3414_cov_2.60375_ID_24118110	3414	0.314032	0	0	0	0	0.120098	0.105712	0.193934	0.225018	0	0	0	0
NODE_8987_length_3414_cov_2.79667_ID_24364159	3414	0.706495	0	0	0	0	0.184436	0.150466	0.367034	0.497208	0	0	0.155025	0.131035
NODE_8988_length_3413_cov_2.39905_ID_24350359	3413	0.38247	0.288385	0.227357	0.0462764	0.0441467	0.00919399	0.00911208	0	0	0.0165492	0.0162809	0.0220656	0.0215862
NODE_8989_length_3413_cov_2.54854_ID_24079232	3413	0.495863	0.0122587	0.0121106	0.0925529	0.0840134	0.104812	0.0938555	0.0156298	0.0153901	0.138216	0.11915	0.132394	0.274916
NODE_8990_length_3413_cov_3.01191_ID_24746101	3413	0.848912	0	0	0	0	0	0	0.559914	0.567759	0.277046	0.200355	0.0119522	0.0118117
NODE_8991_length_3413_cov_1.89071_ID_24214188	3413	0.368066	0.0922464	0.0837652	0.184186	0.150315	0	0	0	0	0.0916335	0.083262	0	0
NODE_8992_length_3413_cov_343.742_ID_24088300	3413	192.754	42.1679	67.9068	40.6862	43.3743	38.3592	43.2916	22.5749	34.4295	24.224	20.4033	24.7413	24.7178
NODE_8993_length_3412_cov_2.79803_ID_24114028	3412	0.630595	0.0610055	0.0738609	0.0922747	0.0837854	0.0101165	0.0100173	0.10699	0.0955711	0.141937	0.18745	0.218271	0.278627
NODE_8994_length_3412_cov_2.51564_ID_25495691	3412	0.688535	0	0	0	0	0	0	0.273758	0.366316	0.184243	0.150342	0.230533	0.369384
NODE_8995_length_3474_cov_2.58892_ID_25202329	3474	0.453369	0	0	0.142599	0.122295	0.0899519	0.0818818	0.005716	0.00568483	0.124248	0.120882	0.0908544	0.0826152
NODE_8996_length_3412_cov_2.63926_ID_24718395	3412	0.374617	0.00429185	0.00427474	0.195892	0.233621	0	0	0.0116493	0.0115178	0.0916616	0.0832847	0.071122	0.107793
NODE_8997_length_3412_cov_2.86893_ID_25617914	3412	0.42336	0.183936	0.150155	0.00980993	0.00971606	0.104844	0.11289	0.103617	0.0929134	0.0107296	0.0106176	0.0104231	0.0103163
NODE_8998_length_3412_cov_46.21_ID_32542311	3412	4.55395	0.482526	0.474855	0.50981	0.473818	0.620785	1.01868	1.52728	1.5054	0.697425	0.496277	0.716125	0.960174
NODE_8999_length_3411_cov_4.69458_ID_25961465	3411	0.792395	0.0975161	0.0929474	0.143514	0.122956	0.00398651	0.00397183	0.296535	0.344863	0.207912	0.188658	0.0429316	0.087115
NODE_9000_length_3411_cov_2.6624_ID_24841615	3411	0.725851	0.218031	0.342325	0	0	0	0	0.0926096	0.0840583	0.138608	0.119433	0.276602	0.221025
NODE_9001_length_3411_cov_33.7291_ID_30051751	3411	2.83747	0.166513	0.25232	0.434836	0.420678	0.370745	0.405756	0.571604	0.80014	0.685373	1.11079	0.608402	1.85978
NODE_9002_length_3410_cov_2.26647_ID_24392105	3410	0.575153	0.092638	0.0840778	0.0923313	0.0838261	0	0	0.194172	0.168177	0.185276	0.150999	0.0107362	0.0106238
NODE_9003_length_3410_cov_2.62057_ID_24392507	3410	0.585583	0.153374	0.129892	0.0904908	0.0823246	0.0920245	0.0835726	0.0180982	0.0177766	0.231595	0.178022	0	0
NODE_9004_length_3410_cov_2.38241_ID_24658920	3410	0.338344	0.0923313	0.0838304	0	0	0	0	0.102147	0.0917434	0.143865	0.136706	0	0
NODE_9005_length_3412_cov_3.10763_ID_24616899	3412	0.46076	0	0	0	0	0.184856	0.198575	0.0916616	0.0832809	0.0922747	0.0837854	0.0919681	0.0835322
NODE_9006_length_3409_cov_2.08915_ID_25159820	3409	0.512734	0.01166	0.0231921	0.00583001	0.00579804	0.10494	0.106233	0.0349801	0.0577055	0.0583001	0.0671983	0.297024	0.691936
NODE_9007_length_3409_cov_2.84764_ID_25823046	3409	0.267874	0.0926665	0.0841024	0.0926665	0.0840984	0	0	0.0362074	0.0349074	0.0463332	0.0442044	0	0
NODE_9008_length_3409_cov_2.35152_ID_25062215	3409	0.24977	0	0	0.0110463	0.0109277	0	0	0.066278	0.132501	0.0408101	0.0391556	0.131635	0.158546
NODE_9009_length_3409_cov_2.63447_ID_24321415	3409	0.635164	0.0122737	0.0244052	0.102792	0.103915	0	0	0.0926665	0.0840984	0.0104326	0.0103277	0.416999	0.248714
NODE_9010_length_3409_cov_3.63804_ID_24540091	3409	0.972691	0.0227064	0.0338631	0.375882	0.273961	0.103406	0.0927366	0.1166	0.1233	0.231666	0.178055	0.12243	0.128957
NODE_9011_length_3409_cov_3.13119_ID_24187926	3409	0.800859	0	0	0.185333	0.151037	0.0454127	0.0433638	0.0460264	0.0439216	0.431728	0.367582	0.0923596	0.0838587
NODE_9012_length_3409_cov_47.6786_ID_32542177	3409	7.49371	1.08254	1.34832	0.288739	0.281554	0.762811	0.425931	2.32924	2.87284	1.17459	1.47811	1.85578	2.55932
NODE_9013_length_3408_cov_3.13361_ID_24502778	3408	0.566605	0.104359	0.105164	0	0	0.174647	0.144187	0.0362185	0.0705334	0.230816	0.177599	0.0205648	0.0398
NODE_9014_length_3408_cov_2.40054_ID_24469824	3408	0.368938	0	0	0.0911602	0.0828721	0	0	0.092388	0.0838813	0.18539	0.151063	0	0
NODE_9015_length_3408_cov_1.93886_ID_25826422	3408	0.155003	0.108656	0.0968818	0.0463475	0.0442159	0	0	0	0	0	0	0	0
NODE_9016_length_3408_cov_1.97435_ID_24839988	3408	0.459791	0.0463475	0.0442156	0.179558	0.147356	0.179865	0.160452	0	0	0	0	0.0540209	0.0633976
NODE_9017_length_3408_cov_3.82941_ID_24079630	3408	0.713321	0.226519	0.175258	0.0116636	0.0115317	0.0926949	0.0841344	0	0	0.369245	0.419039	0.0131983	0.0130286
NODE_9018_length_3408_cov_2.79004_ID_25478442	3408	0.514426	0	0	0	0	0.0917741	0.0833775	0.422652	0.348485	0	0	0	0
NODE_9019_length_3408_cov_3.14435_ID_27907225	3408	0.250767	0	0	0	0	0.0165746	0.0163048	0.130448	0.113467	0.0561694	0.0530314	0.0475752	0.0453225
NODE_9020_length_3408_cov_3.02535_ID_24079644	3408	0.786679	0	0	0	0	0.0926949	0.0841368	0.416206	0.356037	0.092388	0.0838811	0.18539	0.151065
NODE_9021_length_3408_cov_19.4661_ID_30518829	3408	2.14487	0.1283	0.111873	0.410681	0.386408	0.577962	0.775767	0.390117	0.317823	0.414365	0.242734	0.22345	0.293927
NODE_9022_length_3407_cov_2.36516_ID_24704429	3407	0.579368	0.164262	0.137319	0.0463617	0.0442264	0.138471	0.119333	0.102241	0.0918235	0.0119742	0.0235061	0.116058	0.125956
NODE_9023_length_3407_cov_4.8219_ID_24574487	3407	0.942585	0.0239484	0.0473396	0.0739945	0.0759137	0.099171	0.089363	0.352472	0.348093	0.196807	0.249048	0.196193	0.158362
NODE_9024_length_3406_cov_3.17278_ID_24617598	3406	0.407555	0.0113636	0.0112385	0	0	0.0257985	0.0251389	0.194103	0.197639	0.0838452	0.0995632	0.0924447	0.0839235
NODE_9025_length_3406_cov_2.6613_ID_24256915	3406	0.134521	0.0282555	0.0557254	0.0135135	0.0133354	0	0	0	0	0.0927518	0.0841777	0	0
NODE_9026_length_3406_cov_2.91943_ID_24118261	3406	0.207617	0	0	0.0107494	0.0106361	0	0	0.0927518	0.0841753	0.0116708	0.0232132	0.0924447	0.0839244
NODE_9027_length_3406_cov_2.24769_ID_29017708	3406	0.253071	0.0101351	0.0100357	0	0	0.0924447	0.0839241	0.0463759	0.0442388	0	0	0.104115	0.174412
NODE_9028_length_3406_cov_2.83826_ID_24471762	3406	0.334767	0.242015	0.260309	0.0927518	0.152994	0	0	0	0	0	0	0	0
NODE_9029_length_3406_cov_2.96001_ID_24283491	3406	1.00921	0.139128	0.183703	0.0878378	0.0801503	0	0	0.25	0.296313	0.393428	0.452538	0.138821	0.119581
NODE_9030_length_3406_cov_2.48075_ID_26169706	3406	0.442568	0.146192	0.124857	0	0	0	0	0.148649	0.126589	0	0	0.147727	0.125941
NODE_9031_length_3406_cov_2.62399_ID_26242678	3406	0.503378	0	0	0.00921376	0.00913213	0.184889	0.150748	0.138206	0.119144	0.113329	0.100519	0.0577396	0.0544159
NODE_9032_length_3406_cov_3.12832_ID_24679754	3406	0.405713	0	0	0.0113636	0.0112381	0.0141278	0.0139323	0.201474	0.302249	0.132371	0.11488	0.0463759	0.0442394
NODE_9033_length_3405_cov_2.26537_ID_24142259	3405	0.289401	0	0	0.0116743	0.0232206	0	0	0	0	0	0	0.277727	0.247987
NODE_9034_length_3405_cov_2.79642_ID_24318811	3405	0.184639	0	0	0.046083	0.0439725	0	0	0.0463902	0.0442513	0.0921659	0.0836909	0	0
NODE_9035_length_3405_cov_3.03254_ID_24652306	3405	0.229493	0	0	0	0	0.0921659	0.0836911	0.137327	0.118505	0	0	0	0
NODE_9036_length_3405_cov_2.43254_ID_24298945	3405	0.29063	0	0	0	0	0	0	0.186482	0.17573	0.0924731	0.0839446	0.0116743	0.0232203
NODE_9037_length_3405_cov_2.05582_ID_25013901	3405	0.666359	0.286943	0.247075	0	0	0	0	0.0924731	0.0839454	0.0927803	0.119845	0.194163	0.156507
NODE_9038_length_3405_cov_2.42299_ID_24488583	3405	0.941628	0.046083	0.0439723	0.0291859	0.0283428	0.196621	0.248962	0.369278	0.676152	0.185253	0.150986	0.115207	0.101966
NODE_9039_length_3405_cov_3.08567_ID_24166931	3405	0.547158	0	0	0.200307	0.160234	0.00983103	0.00973792	0.16682	0.321583	0.140092	0.212714	0.0301075	0.0574775
NODE_9040_length_3404_cov_2.35861_ID_25399974	3404	0.468961	0.103565	0.0928625	0	0	0.0998771	0.0899315	0.196066	0.342733	0	0	0.069453	0.0646492
NODE_9041_length_3404_cov_3.09645_ID_24149503	3404	0.801782	0.370928	0.32317	0	0	0.18531	0.151017	0.0716042	0.0664974	0.162569	0.219183	0.0113706	0.0112448
NODE_9042_length_3404_cov_2.66826_ID_24598448	3404	0.573141	0.187462	0.222456	0.0925015	0.0839676	0.184388	0.150435	0	0	0.108789	0.0969849	0	0
NODE_9043_length_3404_cov_2.47328_ID_24837707	3404	0.464044	0.0925015	0.0839705	0.0866626	0.0908563	0	0	0	0	0.28488	0.275728	0	0
NODE_9044_length_3404_cov_2.61959_ID_24443010	3404	0.457283	0	0	0.0267363	0.0260295	0.0995698	0.0896858	0.0550092	0.0642961	0.090965	0.082714	0.185003	0.173577
NODE_9045_length_3404_cov_2.74649_ID_29608936	3404	0.350953	0.00799017	0.00792876	0.138906	0.119648	0.0571604	0.053908	0.0946527	0.119537	0.0064536	0.00641405	0.0457898	0.0437071
NODE_9046_length_3410_cov_3.11018_ID_24630002	3410	0.604601	0	0	0	0	0.184663	0.335321	0.13773	0.202879	0.0226994	0.0221917	0.259509	0.232729
NODE_9047_length_3404_cov_2.02001_ID_24565223	3404	0.515366	0.0925015	0.0839639	0.103872	0.110948	0.0928089	0.0842194	0.0104487	0.0103434	0.0921942	0.0837288	0.12354	0.129214
NODE_9048_length_3404_cov_1.76023_ID_26894872	3404	0.688384	0	0	0.0626921	0.145471	0.140135	0.132209	0.22649	0.360913	0.0439459	0.0518667	0.21512	0.30907
NODE_9049_length_3404_cov_271.89_ID_32586841	3404	211.466	42.0464	53.469	47.4229	27.8372	41.9527	23.6699	25.7898	30.5858	25.4693	21.4633	28.7855	22.7841
NODE_9050_length_3404_cov_3.12959_ID_24684854	3404	0.420713	0.103872	0.0931113	0.0116779	0.0232272	0.0464044	0.0442645	0.0218193	0.0330301	0.0762139	0.0704305	0.160725	0.134925
NODE_9051_length_3403_cov_2.17055_ID_31092800	3403	0.561635	0	0	0.105749	0.106892	0.138949	0.140597	0.015063	0.0148404	0.18506	0.182835	0.116815	0.11673
NODE_9052_length_3403_cov_2.5445_ID_27806096	3403	1.41869	0.187827	0.249149	0.0814633	0.39402	0.0657854	0.255206	0.324931	6.07423	0.429757	3.1098	0.328927	3.08127
NODE_9053_length_3403_cov_3.32407_ID_24216862	3403	0.161697	0	0	0.042115	0.0403502	0.09253	0.0839982	0	0	0.027052	0.0515436	0	0
NODE_9054_length_3403_cov_2.83363_ID_24103253	3403	0.28712	0.0147556	0.0145423	0.0454965	0.0434406	0	0	0.0608669	0.145125	0.1079	0.0962884	0.0581002	0.125468
NODE_9055_length_3402_cov_3.2196_ID_24566711	3402	0.931119	0	0	0	0	0	0	0.120849	0.106283	0	0	0.810271	0.987968
NODE_9056_length_3402_cov_2.6331_ID_24455988	3402	0.703875	0.0138376	0.0136497	0.185117	0.150897	0.168819	0.164357	0.168204	0.163947	0.099016	0.0892372	0.0688807	0.064156
NODE_9057_length_3402_cov_2.18255_ID_24136511	3402	0.337638	0	0	0.00768758	0.00763083	0.0190652	0.0187069	0.0279828	0.0407418	0.0679582	0.08858	0.214945	0.304142
NODE_9058_length_3402_cov_2.08814_ID_31488596	3402	0.424354	0.0123001	0.0244576	0.098401	0.102274	0	0	0.117159	0.177294	0	0	0.196494	0.242834
NODE_9059_length_3402_cov_2.42605_ID_24800960	3402	0.871771	0.184809	0.18024	0	0	0.0993235	0.103634	0.0119926	0.0118528	0.25123	0.18817	0.324416	0.351504
NODE_9060_length_3402_cov_2.84255_ID_24462622	3402	0.637761	0	0	0.0119926	0.0118525	0.0928659	0.0842718	0.277983	0.254904	0.0925584	0.0840182	0.162362	0.136046
NODE_9061_length_3402_cov_2.13624_ID_24208148	3402	0.378536	0.0135301	0.0268855	0.099631	0.0897278	0.0728782	0.0940403	0.0922509	0.0837673	0.00738007	0.00732857	0.0928659	0.0842715
NODE_9062_length_3402_cov_2.64894_ID_24196675	3402	0.837638	0.127921	0.155268	0.255843	0.211358	0.0104551	0.0103496	0.21802	0.23268	0.0095326	0.00944498	0.215867	0.190844
NODE_9063_length_3406_cov_3.07141_ID_24910523	3406	2.27211	0.335074	6.36296	0.257985	3.52851	0.255835	3.74804	0.59613	17.6233	0.347052	3.79104	0.480037	9.1148
NODE_9064_length_3401_cov_3.06186_ID_24287594	3401	0.508767	0.0928945	0.0842943	0	0	0.0928945	0.0842937	0.0922793	0.0837889	0	0	0.230698	0.226145
NODE_9065_length_3401_cov_2.52361_ID_25504728	3401	0.502307	0	0	0.185174	0.220474	0.0123039	0.0244642	0.0925869	0.147425	0	0	0.212242	0.378938
NODE_9066_length_3401_cov_2.41512_ID_24675661	3401	0.300831	0	0	0	0	0.115964	0.102545	0.184866	0.150737	0	0	0	0
NODE_9067_length_3401_cov_2.65242_ID_24387658	3401	0.438634	0	0	0.124269	0.108859	0.0602891	0.056671	0.104276	0.0934244	0.138111	0.137534	0.0116887	0.023248
NODE_9068_length_3401_cov_2.82815_ID_24264542	3401	0.588127	0.183021	0.149572	0	0	0.19717	0.170035	0	0	0.115964	0.13702	0.0919717	0.0835342
NODE_9069_length_3401_cov_2.59115_ID_25239626	3401	0.347893	0.139342	0.21288	0	0	0	0	0	0	0.0464472	0.0443025	0.162104	0.135866
NODE_9070_length_3401_cov_2.79946_ID_24140815	3401	0.278068	0	0	0	0	0	0	0.0928945	0.0842967	0.185174	0.363246	0	0
NODE_9071_length_3400_cov_3.02631_ID_24679022	3400	0.107692	0	0	0.0695385	0.064724	0	0	0.0381538	0.0834982	0	0	0	0
NODE_9072_length_3400_cov_2.56054_ID_25643663	3400	0.322154	0	0	0	0	0	0	0.229231	0.240759	0.0929231	0.0843152	0	0
NODE_9073_length_3400_cov_3.09208_ID_24621181	3400	0.575385	0	0	0.00584615	0.00581388	0	0	0.370462	0.264077	0.0987692	0.131525	0.100308	0.0902741
NODE_9074_length_3400_cov_2.75306_ID_24953006	3400	0.374462	0	0	0.185231	0.150963	0.0495385	0.047099	0.115077	0.136953	0	0	0.0246154	0.0486416
NODE_9075_length_3400_cov_2.66248_ID_28310972	3400	0.204615	0.0984615	0.102953	0.0283077	0.0398274	0	0	0.00123077	0.00122955	0.0323077	0.0312749	0.0443077	0.109447
NODE_9076_length_3399_cov_3.31699_ID_24646475	3399	0.588797	0.356725	0.229545	0.0926439	0.0840857	0	0	0	0	0.139428	0.120023	0	0
NODE_9077_length_3399_cov_1.83762_ID_25969863	3399	0.18498	0	0	0	0	0	0	0	0	0	0	0.18498	0.150806
NODE_9078_length_3399_cov_3.0003_ID_27024314	3399	0.67313	0.056325	0.0531694	0.25731	0.529177	0.0926439	0.0840834	0.0347799	0.0502039	0	0	0.232071	0.178274
NODE_9079_length_3399_cov_2.34749_ID_25320170	3399	0.183133	0	0	0	0	0.0926439	0.0840852	0.0461681	0.0440506	0.0443213	0.04237	0	0
NODE_9080_length_3403_cov_2.32656_ID_24673484	3403	0.52075	0.184445	0.226117	0.0464187	0.0442764	0	0	0.0922226	0.0837437	0.151245	0.140712	0.0464187	0.0442772
NODE_9081_length_3399_cov_2.27781_ID_26827686	3399	0.771006	0.0227762	0.0339639	0.0190828	0.0187244	0.197291	0.170113	0.057864	0.0933259	0.0467836	0.10249	0.427208	0.604378
NODE_9082_length_3402_cov_3.01077_ID_24210536	3402	0.783825	0.0925584	0.0840215	0.180812	0.148166	0.138991	0.201542	0.0928659	0.0842716	0.046433	0.0442869	0.232165	0.193696
NODE_9083_length_3399_cov_2.79904_ID_24977065	3399	0.917205	0.227147	0.187915	0.0116959	0.0232623	0.138196	0.125913	0.230225	0.241309	0.085257	0.0897078	0.224685	0.314646
NODE_9084_length_3399_cov_2.65251_ID_24341284	3399	0.24346	0.0464758	0.0443299	0	0	0	0	0.150816	0.139807	0.0461681	0.0440517	0	0
NODE_9085_length_3399_cov_2.14264_ID_24830262	3399	1.0671	0.166821	0.262805	0.0720222	0.301462	0.100954	0.262589	0.281625	1.23501	0.248692	0.866692	0.196984	0.685315
NODE_9086_length_3398_cov_2.70266_ID_24277216	3398	0.279249	0.104988	0.105697	0	0	0.0116995	0.0232694	0.162562	0.136178	0	0	0	0
NODE_9087_length_3398_cov_3.00658_ID_24337116	3398	0.692426	0.370998	0.376343	0	0	0.0926724	0.0841042	0	0	0.228756	0.176476	0	0
NODE_9088_length_3398_cov_2.61861_ID_24552066	3398	0.699199	0	0	0	0	0.0929803	0.0843561	0.299261	0.22886	0.109298	0.107236	0.19766	0.197441
NODE_9089_length_3398_cov_2.00299_ID_24166243	3398	0.399938	0	0	0.115764	0.119023	0	0	0.012931	0.012768	0.248461	0.262541	0.0227833	0.0222709
NODE_9090_length_3398_cov_2.84176_ID_24502102	3398	0.663793	0	0	0.0464901	0.0443451	0.179495	0.14732	0.10468	0.105453	0.10314	0.104238	0.229988	0.238756
NODE_9091_length_3398_cov_4.24499_ID_32551343	3398	0.583744	0.42734	0.507799	0.0671182	0.062632	0.0892857	0.0813356	0	0	0	0	0	0
NODE_9092_length_3397_cov_2.94075_ID_24836084	3397	0.70773	0.0994764	0.0896056	0	0	0.0215584	0.0211005	0.149985	0.127529	0.186018	0.151464	0.250693	0.187906
